Postcode;Dorp/ Plaats;Gemeente;Provincie
3132;Vlaardingen;Vlaardingen;Zuid-Holland
3133;Vlaardingen;Vlaardingen;Zuid-Holland
3134;Vlaardingen;Vlaardingen;Zuid-Holland
3135;Vlaardingen;Vlaardingen;Zuid-Holland
3136;Vlaardingen;Vlaardingen;Zuid-Holland
3137;Vlaardingen;Vlaardingen;Zuid-Holland
3138;Vlaardingen;Vlaardingen;Zuid-Holland
3140;Maassluis;Maassluis;Zuid-Holland
3141;Maassluis;Maassluis;Zuid-Holland
3142;Maassluis;Maassluis;Zuid-Holland
3143;Maassluis;Maassluis;Zuid-Holland
3144;Maassluis;Maassluis;Zuid-Holland
3145;Maassluis;Maassluis;Zuid-Holland
3146;Maassluis;Maassluis;Zuid-Holland
3147;Maassluis;Maassluis;Zuid-Holland
3150;Hoek van Holland;Rotterdam;Zuid-Holland
3151;Hoek van Holland;Rotterdam;Zuid-Holland
3155;Maasland;Midden-Delfland;Zuid-Holland
3160;Rhoon;Albrandswaard;Zuid-Holland
3161;Rhoon;Albrandswaard;Zuid-Holland
3162;Rhoon;Albrandswaard;Zuid-Holland
3165;Rotterdam-Albrandswaard;Albrandswaard;Zuid-Holland
3170;Poortugaal;Albrandswaard;Zuid-Holland
3171;Poortugaal;Albrandswaard;Zuid-Holland
3172;Poortugaal;Albrandswaard;Zuid-Holland
3176;Poortugaal;Albrandswaard;Zuid-Holland
3180;Rozenburg;Haarlemmermeer;Noord-Holland
3181;Rozenburg;Rotterdam;Zuid-Holland
3190;Hoogvliet Rotterdam;Rotterdam;Zuid-Holland
3191;Hoogvliet Rotterdam;Rotterdam;Zuid-Holland
3192;Hoogvliet Rotterdam;Rotterdam;Zuid-Holland
3193;Hoogvliet Rotterdam;Rotterdam;Zuid-Holland
3194;Hoogvliet Rotterdam;Rotterdam;Zuid-Holland
3195;Pernis Rotterdam;Rotterdam;Zuid-Holland
3196;Vondelingenplaat Rotterdam;Rotterdam;Zuid-Holland
3197;Botlek Rotterdam;Rotterdam;Zuid-Holland
3198;Europoort Rotterdam;Rotterdam;Zuid-Holland
3199;Maasvlakte Rotterdam;Rotterdam;Zuid-Holland
3200;Spijkenisse;Nissewaard;Zuid-Holland
3201;Spijkenisse;Nissewaard;Zuid-Holland
3202;Spijkenisse;Nissewaard;Zuid-Holland
3203;Spijkenisse;Nissewaard;Zuid-Holland
3204;Spijkenisse;Nissewaard;Zuid-Holland
3205;Spijkenisse;Nissewaard;Zuid-Holland
3206;Spijkenisse;Nissewaard;Zuid-Holland
3207;Spijkenisse;Nissewaard;Zuid-Holland
3208;Spijkenisse;Nissewaard;Zuid-Holland
3209;Hekelingen;Nissewaard;Zuid-Holland
3211;Geervliet;Nissewaard;Zuid-Holland
3212;Simonshaven;Nissewaard;Zuid-Holland
3214;Zuidland;Nissewaard;Zuid-Holland
3216;Abbenbroek;Nissewaard;Zuid-Holland
3218;Heenvliet;Nissewaard;Zuid-Holland
3220;Hellevoetsluis;Hellevoetsluis;Zuid-Holland
3221;Hellevoetsluis;Hellevoetsluis;Zuid-Holland
3222;Hellevoetsluis;Hellevoetsluis;Zuid-Holland
3223;Hellevoetsluis;Hellevoetsluis;Zuid-Holland
3224;Hellevoetsluis;Hellevoetsluis;Zuid-Holland
3225;Hellevoetsluis;Hellevoetsluis;Zuid-Holland
3227;Oudenhoorn;Hellevoetsluis;Zuid-Holland
3230;Brielle;Brielle;Zuid-Holland
3231;Brielle;Brielle;Zuid-Holland
3232;Brielle;Brielle;Zuid-Holland
3233;Oostvoorne;Westvoorne;Zuid-Holland
3234;Tinte;Westvoorne;Zuid-Holland
3235;Rockanje;Westvoorne;Zuid-Holland
3237;Vierpolders;Brielle;Zuid-Holland
3238;Zwartewaal;Brielle;Zuid-Holland
3240;Middelharnis;Goeree-Overflakkee;Zuid-Holland
3241;Middelharnis;Goeree-Overflakkee;Zuid-Holland
3243;Stad aan ’t Haringvliet;Goeree-Overflakkee;Zuid-Holland
3244;Nieuwe-Tonge;Goeree-Overflakkee;Zuid-Holland
3245;Sommelsdijk;Goeree-Overflakkee;Zuid-Holland
3247;Dirksland;Goeree-Overflakkee;Zuid-Holland
3248;Melissant;Goeree-Overflakkee;Zuid-Holland
3249;Herkingen;Goeree-Overflakkee;Zuid-Holland
3250;Stellendam;Goeree-Overflakkee;Zuid-Holland
3251;Stellendam;Goeree-Overflakkee;Zuid-Holland
3252;Goedereede;Goeree-Overflakkee;Zuid-Holland
3253;Ouddorp;Goeree-Overflakkee;Zuid-Holland
3255;Oude-Tonge;Goeree-Overflakkee;Zuid-Holland
3256;Achthuizen;Goeree-Overflakkee;Zuid-Holland
3257;Ooltgensplaat;Goeree-Overflakkee;Zuid-Holland
3258;Den Bommel;Goeree-Overflakkee;Zuid-Holland
3260;Oud-Beijerland;Hoeksche Waard;Zuid-Holland
3261;Oud-Beijerland;Hoeksche Waard;Zuid-Holland
3262;Oud-Beijerland;Hoeksche Waard;Zuid-Holland
3263;Oud-Beijerland;Hoeksche Waard;Zuid-Holland
3264;Nieuw-Beijerland;Hoeksche Waard;Zuid-Holland
3265;Piershil;Hoeksche Waard;Zuid-Holland
3267;Goudswaard;Hoeksche Waard;Zuid-Holland
3270;Mijnsheerenland;Hoeksche Waard;Zuid-Holland
3271;Mijnsheerenland;Hoeksche Waard;Zuid-Holland
3273;Westmaas;Hoeksche Waard;Zuid-Holland
3274;Heinenoord;Hoeksche Waard;Zuid-Holland
3280;Numansdorp;Hoeksche Waard;Zuid-Holland
3281;Numansdorp;Hoeksche Waard;Zuid-Holland
3284;Zuid-Beijerland;Hoeksche Waard;Zuid-Holland
3286;Klaaswaal;Hoeksche Waard;Zuid-Holland
3290;Strijen;Hoeksche Waard;Zuid-Holland
3291;Strijen;Hoeksche Waard;Zuid-Holland
3292;Strijensas;Hoeksche Waard;Zuid-Holland
3293;Mookhoek;Hoeksche Waard;Zuid-Holland
3295;‘s-Gravendeel;Hoeksche Waard;Zuid-Holland
3297;Puttershoek;Hoeksche Waard;Zuid-Holland
3299;Maasdam;Hoeksche Waard;Zuid-Holland
3300;Dordrecht;Dordrecht;Zuid-Holland
3301;Dordrecht;Dordrecht;Zuid-Holland
3311;Dordrecht;Dordrecht;Zuid-Holland
3312;Dordrecht;Dordrecht;Zuid-Holland
3313;Dordrecht;Dordrecht;Zuid-Holland
3314;Dordrecht;Dordrecht;Zuid-Holland
3315;Dordrecht;Dordrecht;Zuid-Holland
3316;Dordrecht;Dordrecht;Zuid-Holland
3317;Dordrecht;Dordrecht;Zuid-Holland
3318;Dordrecht;Dordrecht;Zuid-Holland
3319;Dordrecht;Dordrecht;Zuid-Holland
3328;Dordrecht;Dordrecht;Zuid-Holland
3329;Dordrecht;Dordrecht;Zuid-Holland
3330;Zwijndrecht;Zwijndrecht;Zuid-Holland
3331;Zwijndrecht;Zwijndrecht;Zuid-Holland
3332;Zwijndrecht;Zwijndrecht;Zuid-Holland
3333;Zwijndrecht;Zwijndrecht;Zuid-Holland
3334;Zwijndrecht;Zwijndrecht;Zuid-Holland
3335;Zwijndrecht;Zwijndrecht;Zuid-Holland
3336;Zwijndrecht;Zwijndrecht;Zuid-Holland
3340;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;Zuid-Holland
3341;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;Zuid-Holland
3342;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;Zuid-Holland
3343;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;Zuid-Holland
3344;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;Zuid-Holland
3350;Papendrecht;Papendrecht;Zuid-Holland
3351;Papendrecht;Papendrecht;Zuid-Holland
3352;Papendrecht;Papendrecht;Zuid-Holland
3353;Papendrecht;Papendrecht;Zuid-Holland
3354;Papendrecht;Papendrecht;Zuid-Holland
3355;Papendrecht;Papendrecht;Zuid-Holland
3356;Papendrecht;Papendrecht;Zuid-Holland
3360;Sliedrecht;Sliedrecht;Zuid-Holland
3361;Sliedrecht;Sliedrecht;Zuid-Holland
3362;Sliedrecht;Sliedrecht;Zuid-Holland
3363;Sliedrecht;Sliedrecht;Zuid-Holland
3364;Sliedrecht;Sliedrecht;Zuid-Holland
3366;Wijngaarden;Molenlanden;Zuid-Holland
3370;Hardinxveld-Giessendam;Hardinxveld-Giessendam;Zuid-Holland
3371;Hardinxveld-Giessendam;Hardinxveld-Giessendam;Zuid-Holland
3372;Hardinxveld-Giessendam;Hardinxveld-Giessendam;Zuid-Holland
3373;Hardinxveld-Giessendam;Hardinxveld-Giessendam;Zuid-Holland
3380;Giessenburg;Molenlanden;Zuid-Holland
3381;Giessenburg;Molenlanden;Zuid-Holland
3400;IJsselstein;IJsselstein;Utrecht
3401;IJsselstein;IJsselstein;Utrecht
3402;IJsselstein;IJsselstein;Utrecht
3403;IJsselstein;IJsselstein;Utrecht
3404;IJsselstein;IJsselstein;Utrecht
3405;Benschop;Lopik;Utrecht
3410;Lopik;Lopik;Utrecht
3411;Lopik;Lopik;Utrecht
3412;Lopikerkapel;Lopik;Utrecht
3413;Jaarsveld;Lopik;Utrecht
3415;Polsbroek;Lopik;Utrecht
3417;Montfoort;Montfoort;Utrecht
3420;Oudewater;Oudewater;Utrecht
3421;Oudewater;Oudewater;Utrecht
3425;Snelrewaard;Oudewater;Utrecht
3430;Nieuwegein;Nieuwegein;Utrecht
3431;Nieuwegein;Nieuwegein;Utrecht
3432;Nieuwegein;Nieuwegein;Utrecht
3433;Nieuwegein;Nieuwegein;Utrecht
3434;Nieuwegein;Nieuwegein;Utrecht
3435;Nieuwegein;Nieuwegein;Utrecht
3436;Nieuwegein;Nieuwegein;Utrecht
3437;Nieuwegein;Nieuwegein;Utrecht
3438;Nieuwegein;Nieuwegein;Utrecht
3439;Nieuwegein;Nieuwegein;Utrecht
3440;Woerden;Woerden;Utrecht
3441;Woerden;Woerden;Utrecht
3442;Woerden;Woerden;Utrecht
3443;Woerden;Woerden;Utrecht
3444;Woerden;Woerden;Utrecht
3445;Woerden;Woerden;Utrecht
3446;Woerden;Woerden;Utrecht
3447;Woerden;Woerden;Utrecht
3448;Woerden;Woerden;Utrecht
3449;Woerden;Woerden;Utrecht
3450;Vleuten;Utrecht;Utrecht
3451;Vleuten;Utrecht;Utrecht
3452;Vleuten;Utrecht;Utrecht
3453;De Meern;Utrecht;Utrecht
3454;De Meern;Utrecht;Utrecht
3455;Vleuten;Utrecht;Utrecht
3460;Linschoten;Montfoort;Utrecht
3461;Linschoten;Montfoort;Utrecht
3464;Papekop;Oudewater;Utrecht
3465;Driebruggen;Bodegraven-Reeuwijk;Zuid-Holland
3466;Waarder;Bodegraven-Reeuwijk;Zuid-Holland
3467;Hekendorp;Oudewater;Utrecht
3470;Kamerik;Woerden;Utrecht
3471;Kamerik;Woerden;Utrecht
3474;Zegveld;Woerden;Utrecht
3480;Harmelen;Woerden;Utrecht
3481;Harmelen;Woerden;Utrecht
3500;Utrecht;Utrecht;Utrecht
3501;Utrecht;Utrecht;Utrecht
3502;Utrecht;Utrecht;Utrecht
3503;Utrecht;Utrecht;Utrecht
3504;Utrecht;Utrecht;Utrecht
3505;Utrecht;Utrecht;Utrecht
3506;Utrecht;Utrecht;Utrecht
3507;Utrecht;Utrecht;Utrecht
3508;Utrecht;Utrecht;Utrecht
3509;Utrecht;Utrecht;Utrecht
3511;Utrecht;Utrecht;Utrecht
3512;Utrecht;Utrecht;Utrecht
3513;Utrecht;Utrecht;Utrecht
3514;Utrecht;Utrecht;Utrecht
3515;Utrecht;Utrecht;Utrecht
3521;Utrecht;Utrecht;Utrecht
3522;Utrecht;Utrecht;Utrecht
3523;Utrecht;Utrecht;Utrecht
3524;Utrecht;Utrecht;Utrecht
3525;Utrecht;Utrecht;Utrecht
3526;Utrecht;Utrecht;Utrecht
3527;Utrecht;Utrecht;Utrecht
3528;Utrecht;Utrecht;Utrecht
3531;Utrecht;Utrecht;Utrecht
3532;Utrecht;Utrecht;Utrecht
3533;Utrecht;Utrecht;Utrecht
3534;Utrecht;Utrecht;Utrecht
3540;Utrecht;Utrecht;Utrecht
3541;Utrecht;Utrecht;Utrecht
3542;Utrecht;Utrecht;Utrecht
3543;Utrecht;Utrecht;Utrecht
3544;Utrecht;Utrecht;Utrecht
3545;Utrecht;Utrecht;Utrecht
3546;Utrecht;Utrecht;Utrecht
3551;Utrecht;Utrecht;Utrecht
3552;Utrecht;Utrecht;Utrecht
3553;Utrecht;Utrecht;Utrecht
3554;Utrecht;Utrecht;Utrecht
3555;Utrecht;Utrecht;Utrecht
3561;Utrecht;Utrecht;Utrecht
3562;Utrecht;Utrecht;Utrecht
3563;Utrecht;Utrecht;Utrecht
3564;Utrecht;Utrecht;Utrecht
3565;Utrecht;Utrecht;Utrecht
3566;Utrecht;Utrecht;Utrecht
3571;Utrecht;Utrecht;Utrecht
3572;Utrecht;Utrecht;Utrecht
3573;Utrecht;Utrecht;Utrecht
3581;Utrecht;Utrecht;Utrecht
3582;Utrecht;Utrecht;Utrecht
3583;Utrecht;Utrecht;Utrecht
3584;Utrecht;Utrecht;Utrecht
3585;Utrecht;Utrecht;Utrecht
3600;Maarssen;Stichtse Vecht;Utrecht
3601;Maarssen;Stichtse Vecht;Utrecht
3602;Maarssen;Stichtse Vecht;Utrecht
3603;Maarssen;Stichtse Vecht;Utrecht
3604;Maarssen;Stichtse Vecht;Utrecht
3605;Maarssen;Stichtse Vecht;Utrecht
3606;Maarssen;Stichtse Vecht;Utrecht
3607;Maarssen;Stichtse Vecht;Utrecht
3608;Maarssen;Stichtse Vecht;Utrecht
3611;Oud Zuilen;Stichtse Vecht;Utrecht
3612;Tienhoven;Stichtse Vecht;Utrecht
3615;Westbroek;De Bilt;Utrecht
3620;Breukelen;Stichtse Vecht;Utrecht
3621;Breukelen;Stichtse Vecht;Utrecht
3625;Breukeleveen;Wijdemeren;Noord-Holland
3626;Nieuwer Ter Aa;Stichtse Vecht;Utrecht
3628;Kockengen;Stichtse Vecht;Utrecht
3630;Nieuwersluis;Stichtse Vecht;Utrecht
3631;Nieuwersluis;Stichtse Vecht;Utrecht
3632;Loenen aan de Vecht;Stichtse Vecht;Utrecht
3633;Vreeland;Stichtse Vecht;Utrecht
3634;Loenersloot;Stichtse Vecht;Utrecht
3640;Mijdrecht;De Ronde Venen;Utrecht
3641;Mijdrecht;De Ronde Venen;Utrecht
3642;Mijdrecht;De Ronde Venen;Utrecht
3643;Mijdrecht;De Ronde Venen;Utrecht
3645;Vinkeveen;De Ronde Venen;Utrecht
3646;Waverveen;De Ronde Venen;Utrecht
3648;Wilnis;De Ronde Venen;Utrecht
3651;Woerdense Verlaat;Nieuwkoop;Zuid-Holland
3652;Woerdense Verlaat;Nieuwkoop;Zuid-Holland
3653;Woerdense Verlaat;Nieuwkoop;Zuid-Holland
3700;Zeist;Zeist;Utrecht
3701;Zeist;Zeist;Utrecht
3702;Zeist;Zeist;Utrecht
3703;Zeist;Zeist;Utrecht
3704;Zeist;Zeist;Utrecht
3705;Zeist;Zeist;Utrecht
3706;Zeist;Zeist;Utrecht
3707;Zeist;Zeist;Utrecht
3708;Zeist;Zeist;Utrecht
3709;Zeist;Zeist;Utrecht
3710;Austerlitz;Zeist;Utrecht
3711;Austerlitz;Zeist;Utrecht
3712;Huis ter Heide;Zeist;Utrecht
3720;Bilthoven;De Bilt;Utrecht
3721;Bilthoven;De Bilt;Utrecht
3722;Bilthoven;De Bilt;Utrecht
3723;Bilthoven;De Bilt;Utrecht
3730;De Bilt;De Bilt;Utrecht
3731;De Bilt;De Bilt;Utrecht
3732;De Bilt;De Bilt;Utrecht
3734;Den Dolder;Zeist;Utrecht
3735;Bosch en Duin;Zeist;Utrecht
3737;Groenekan;De Bilt;Utrecht
3738;Maartensdijk;De Bilt;Utrecht
3739;Hollandsche Rading;De Bilt;Utrecht
3740;Baarn;Baarn;Utrecht
3741;Baarn;Baarn;Utrecht
3742;Baarn;Baarn;Utrecht
3743;Baarn;Baarn;Utrecht
3744;Baarn;Baarn;Utrecht
3749;Lage Vuursche;Baarn;Utrecht
3750;Bunschoten-Spakenburg;Bunschoten;Utrecht
3751;Bunschoten-Spakenburg;Bunschoten;Utrecht
3752;Bunschoten-Spakenburg;Bunschoten;Utrecht
3754;Eemdijk;Bunschoten;Utrecht
3755;Eemnes;Eemnes;Utrecht
3760;Soest;Soest;Utrecht
3761;Soest;Soest;Utrecht
3762;Soest;Soest;Utrecht
3763;Soest;Soest;Utrecht
3764;Soest;Soest;Utrecht
3765;Soest;Soest;Utrecht
3766;Soest;Soest;Utrecht
3768;Soest;Soest;Utrecht
3769;Soesterberg;Soest;Utrecht
3770;Barneveld;Barneveld;Gelderland
3771;Barneveld;Barneveld;Gelderland
3772;Barneveld;Barneveld;Gelderland
3773;Barneveld;Barneveld;Gelderland
3774;Kootwijkerbroek;Barneveld;Gelderland
3775;Kootwijk;Barneveld;Gelderland
3776;Stroe;Barneveld;Gelderland
3780;Voorthuizen;Barneveld;Gelderland
3781;Voorthuizen;Barneveld;Gelderland
3784;Terschuur;Barneveld;Gelderland
3785;Zwartebroek;Barneveld;Gelderland
3790;Achterveld;Barneveld;Gelderland
3791;Achterveld;Leusden;Utrecht
3792;Achterveld;Barneveld;Gelderland
3794;De Glind;Barneveld;Gelderland
3800;Amersfoort;Amersfoort;Utrecht
3802;Amersfoort;Amersfoort;Utrecht
3811;Amersfoort;Amersfoort;Utrecht
3812;Amersfoort;Amersfoort;Utrecht
3813;Amersfoort;Amersfoort;Utrecht
3814;Amersfoort;Amersfoort;Utrecht
3815;Amersfoort;Amersfoort;Utrecht
3816;Amersfoort;Amersfoort;Utrecht
3817;Amersfoort;Amersfoort;Utrecht
3818;Amersfoort;Amersfoort;Utrecht
3819;Amersfoort;Amersfoort;Utrecht
3821;Amersfoort;Amersfoort;Utrecht
3822;Amersfoort;Amersfoort;Utrecht
3823;Amersfoort;Amersfoort;Utrecht
3824;Amersfoort;Amersfoort;Utrecht
3825;Amersfoort;Amersfoort;Utrecht
3826;Amersfoort;Amersfoort;Utrecht
3828;Hoogland;Amersfoort;Utrecht
3829;Hooglanderveen;Amersfoort;Utrecht
3830;Leusden;Leusden;Utrecht
3831;Leusden;Leusden;Utrecht
3832;Leusden;Leusden;Utrecht
3833;Leusden;Leusden;Utrecht
3834;Leusden;Leusden;Utrecht
3835;Stoutenburg;Leusden;Utrecht
3836;Stoutenburg Noord;Amersfoort;Utrecht
3840;Harderwijk;Harderwijk;Gelderland
3841;Harderwijk;Harderwijk;Gelderland
3842;Harderwijk;Harderwijk;Gelderland
3843;Harderwijk;Harderwijk;Gelderland
3844;Harderwijk;Harderwijk;Gelderland
3845;Harderwijk;Harderwijk;Gelderland
3846;Harderwijk;Harderwijk;Gelderland
3847;Harderwijk;Harderwijk;Gelderland
3848;Harderwijk;Harderwijk;Gelderland
3849;Hierden;Harderwijk;Gelderland
3850;Ermelo;Ermelo;Gelderland
3851;Ermelo;Ermelo;Gelderland
3852;Ermelo;Ermelo;Gelderland
3853;Ermelo;Ermelo;Gelderland
3860;Nijkerk;Nijkerk;Gelderland
3861;Nijkerk;Nijkerk;Gelderland
3862;Nijkerk;Nijkerk;Gelderland
3863;Nijkerk;Nijkerk;Gelderland
3864;Nijkerkerveen;Nijkerk;Gelderland
3870;Hoevelaken;Nijkerk;Gelderland
3871;Hoevelaken;Nijkerk;Gelderland
3880;Putten;Putten;Gelderland
3881;Putten;Putten;Gelderland
3882;Putten;Putten;Gelderland
3886;Garderen;Barneveld;Gelderland
3888;Uddel;Apeldoorn;Gelderland
3890;Zeewolde;Zeewolde;Flevoland
3891;Zeewolde;Zeewolde;Flevoland
3892;Zeewolde;Zeewolde;Flevoland
3893;Zeewolde;Zeewolde;Flevoland
3894;Zeewolde;Zeewolde;Flevoland
3895;Zeewolde;Zeewolde;Flevoland
3896;Zeewolde;Zeewolde;Flevoland
3897;Zeewolde;Zeewolde;Flevoland
3898;Zeewolde;Zeewolde;Flevoland
3899;Zeewolde;Zeewolde;Flevoland
3900;Veenendaal;Veenendaal;Utrecht
3901;Veenendaal;Veenendaal;Utrecht
3902;Veenendaal;Veenendaal;Utrecht
3903;Veenendaal;Veenendaal;Utrecht
3904;Veenendaal;Veenendaal;Utrecht
3905;Veenendaal;Veenendaal;Utrecht
3906;Veenendaal;Veenendaal;Utrecht
3907;Veenendaal;Veenendaal;Utrecht
3910;Rhenen;Rhenen;Utrecht
3911;Rhenen;Rhenen;Utrecht
3912;Rhenen;Rhenen;Utrecht
3920;Elst;Overbetuwe;Gelderland
3921;Elst Ut;Rhenen;Utrecht
3922;Elst Ut;Rhenen;Utrecht
3925;Scherpenzeel;Scherpenzeel;Gelderland
3927;Renswoude;Renswoude;Utrecht
3930;Woudenberg;Woudenberg;Utrecht
3931;Woudenberg;Woudenberg;Utrecht
3940;Doorn;Utrechtse Heuvelrug;Utrecht
3941;Doorn;Utrechtse Heuvelrug;Utrecht
3945;Cothen;Wijk bij Duurstede;Utrecht
3947;Langbroek;Wijk bij Duurstede;Utrecht
3950;Maarn;Utrechtse Heuvelrug;Utrecht
3951;Maarn;Utrechtse Heuvelrug;Utrecht
3953;Maarsbergen;Utrechtse Heuvelrug;Utrecht
3956;Leersum;Utrechtse Heuvelrug;Utrecht
3958;Amerongen;Utrechtse Heuvelrug;Utrecht
3959;Overberg;Utrechtse Heuvelrug;Utrecht
3960;Wijk bij Duurstede;Wijk bij Duurstede;Utrecht
3961;Wijk bij Duurstede;Wijk bij Duurstede;Utrecht
3962;Wijk bij Duurstede;Wijk bij Duurstede;Utrecht
3970;Driebergen-Rijsenburg;Utrechtse Heuvelrug;Utrecht
3971;Driebergen-Rijsenburg;Utrechtse Heuvelrug;Utrecht
3972;Driebergen-Rijsenburg;Utrechtse Heuvelrug;Utrecht
3980;Bunnik;Bunnik;Utrecht
3981;Bunnik;Bunnik;Utrecht
3984;Odijk;Bunnik;Utrecht
3985;Werkhoven;Bunnik;Utrecht
3989;Ossenwaard;Vijfheerenlanden;Utrecht
3990;Houten;Houten;Utrecht
3991;Houten;Houten;Utrecht
3992;Houten;Houten;Utrecht
3993;Houten;Houten;Utrecht
3994;Houten;Houten;Utrecht
3995;Houten;Houten;Utrecht
3997;’t Goy;Houten;Utrecht
3998;Schalkwijk;Houten;Utrecht
3999;Tull en ’t Waal;Houten;Utrecht
4000;Tiel;Tiel;Gelderland
4001;Tiel;Tiel;Gelderland
4002;Tiel;Tiel;Gelderland
4003;Tiel;Tiel;Gelderland
4004;Tiel;Tiel;Gelderland
4005;Tiel;Tiel;Gelderland
4006;Tiel;Tiel;Gelderland
4007;Tiel;Tiel;Gelderland
4010;Zoelen;Buren;Gelderland
4011;Zoelen;Buren;Gelderland
4012;Kerk-Avezaath;Buren;Gelderland
4013;Kapel Avezaath;Tiel;Gelderland
4014;Wadenoijen;Tiel;Gelderland
4016;Kapel-Avezaath;Buren;Gelderland
4017;Kerk Avezaath;Tiel;Gelderland
4020;Maurik;Buren;Gelderland
4021;Maurik;Buren;Gelderland
4023;Rijswijk (GLD);Buren;Gelderland
4024;Eck en Wiel;Buren;Gelderland
4030;Ingen;Buren;Gelderland
4031;Ingen;Buren;Gelderland
4032;Ommeren;Buren;Gelderland
4033;Lienden;Buren;Gelderland
4040;Kesteren;Neder-Betuwe;Gelderland
4041;Kesteren;Neder-Betuwe;Gelderland
4043;Opheusden;Neder-Betuwe;Gelderland
4050;Ochten;Neder-Betuwe;Gelderland
4051;Ochten;Neder-Betuwe;Gelderland
4053;IJzendoorn;Neder-Betuwe;Gelderland
4054;Echteld;Neder-Betuwe;Gelderland
4060;Ophemert;West Betuwe;Gelderland
4061;Ophemert;West Betuwe;Gelderland
4062;Zennewijnen;Tiel;Gelderland
4063;Heesselt;West Betuwe;Gelderland
4064;Varik;West Betuwe;Gelderland
4100;Culemborg;Culemborg;Gelderland
4101;Culemborg;Culemborg;Gelderland
4102;Culemborg;Culemborg;Gelderland
4103;Culemborg;Culemborg;Gelderland
4104;Culemborg;Culemborg;Gelderland
4105;Culemborg;Culemborg;Gelderland
4106;Culemborg;Culemborg;Gelderland
4107;Culemborg;Culemborg;Gelderland
4110;Zoelmond;Buren;Gelderland
4111;Zoelmond;Buren;Gelderland
4112;Beusichem;Buren;Gelderland
4115;Asch;Buren;Gelderland
4116;Buren;Buren;Gelderland
4117;Erichem;Buren;Gelderland
4119;Ravenswaaij;Buren;Gelderland
4121;Everdingen;Vijfheerenlanden;Utrecht
4122;Zijderveld;Vijfheerenlanden;Utrecht
4124;Hagestein;Vijfheerenlanden;Utrecht
4125;Hoef en Haag;Vijfheerenlanden;Utrecht
4126;Hei- en Boeicop;Vijfheerenlanden;Utrecht
4128;Lexmond;Vijfheerenlanden;Utrecht
4130;Vianen;Vijfheerenlanden;Utrecht
4131;Vianen;Vijfheerenlanden;Utrecht
4132;Vianen;Vijfheerenlanden;Utrecht
4133;Vianen;Vijfheerenlanden;Utrecht
4140;Leerdam;Vijfheerenlanden;Utrecht
4141;Leerdam;Vijfheerenlanden;Utrecht
4142;Leerdam;Vijfheerenlanden;Utrecht
4143;Leerdam;Vijfheerenlanden;Utrecht
4145;Schoonrewoerd;Vijfheerenlanden;Utrecht
4147;Asperen;West Betuwe;Gelderland
4151;Acquoy;West Betuwe;Gelderland
4152;Rhenoy;West Betuwe;Gelderland
4153;Beesd;West Betuwe;Gelderland
4155;Gellicum;West Betuwe;Gelderland
4156;Rumpt;West Betuwe;Gelderland
4157;Enspijk;West Betuwe;Gelderland
4158;Deil;West Betuwe;Gelderland
4161;Heukelum;West Betuwe;Gelderland
4163;Oosterwijk;Vijfheerenlanden;Utrecht
4170;Herwijnen;West Betuwe;Gelderland
4171;Herwijnen;West Betuwe;Gelderland
4174;Hellouw;West Betuwe;Gelderland
4175;Haaften;West Betuwe;Gelderland
4176;Tuil;West Betuwe;Gelderland
4180;Waardenburg;West Betuwe;Gelderland
4181;Waardenburg;West Betuwe;Gelderland
4182;Neerijnen;West Betuwe;Gelderland
4184;Opijnen;West Betuwe;Gelderland
4185;Est;West Betuwe;Gelderland
4190;Geldermalsen;West Betuwe;Gelderland
4191;Geldermalsen;West Betuwe;Gelderland
4194;Meteren;West Betuwe;Gelderland
4196;Tricht;West Betuwe;Gelderland
4197;Buurmalsen;West Betuwe;Gelderland
4200;Gorinchem;Gorinchem;Zuid-Holland
4201;Gorinchem;Gorinchem;Zuid-Holland
4202;Gorinchem;Gorinchem;Zuid-Holland
4203;Gorinchem;Gorinchem;Zuid-Holland
4204;Gorinchem;Gorinchem;Zuid-Holland
4205;Gorinchem;Gorinchem;Zuid-Holland
4206;Gorinchem;Gorinchem;Zuid-Holland
4207;Gorinchem;Gorinchem;Zuid-Holland
4208;Gorinchem;Gorinchem;Zuid-Holland
4209;Schelluinen;Molenlanden;Zuid-Holland
4211;Spijk;West Betuwe;Gelderland
4212;Spijk;West Betuwe;Gelderland
4213;Dalem;Gorinchem;Zuid-Holland
4214;Vuren;West Betuwe;Gelderland
4221;Hoogblokland;Molenlanden;Zuid-Holland
4223;Hoornaar;Molenlanden;Zuid-Holland
4225;Noordeloos;Molenlanden;Zuid-Holland
4230;Meerkerk;Vijfheerenlanden;Utrecht
4231;Meerkerk;Vijfheerenlanden;Utrecht
4233;Ameide;Vijfheerenlanden;Utrecht
4235;Tienhoven aan de Lek;Vijfheerenlanden;Utrecht
4240;Arkel;Molenlanden;Zuid-Holland
4241;Arkel;Molenlanden;Zuid-Holland
4243;Nieuwland;Vijfheerenlanden;Utrecht
4245;Leerbroek;Vijfheerenlanden;Utrecht
4247;Kedichem;Vijfheerenlanden;Utrecht
